Age,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition
25,2,883,2,26,0,3,1,781,2,0,32,2,1,7,3,2,6180,22807,1,0,0,23,1,1,80,0,6,5,1,6,5,1,4,0
45,2,954,2,2,1,5,1,783,1,1,46,0,1,8,2,2,6632,12388,0,0,0,13,0,0,80,0,9,3,2,8,7,3,1,0
23,2,310,1,10,0,3,1,784,0,1,79,3,0,6,2,2,3505,19630,1,0,0,18,0,3,80,0,2,3,2,2,2,0,2,0
47,1,719,2,27,1,1,1,785,1,0,77,3,1,7,2,2,6397,10339,4,0,1,12,0,3,80,0,8,2,2,5,4,1,3,1
34,2,304,2,2,2,4,1,786,3,1,60,2,1,7,3,2,6274,18686,1,0,0,22,1,2,80,0,6,5,2,6,5,1,4,0
55,2,725,1,2,2,3,1,787,3,1,78,2,4,3,0,1,19859,21199,5,0,1,13,0,3,80,1,24,2,2,5,2,1,4,1
36,0,1434,2,8,3,1,1,789,0,1,76,1,2,7,0,2,7587,14229,1,0,0,15,0,1,80,0,10,1,2,10,7,0,9,0
52,0,715,1,19,3,3,1,791,3,1,41,2,0,6,3,1,4258,26589,0,0,0,18,0,0,80,1,5,3,2,4,3,1,2,0
26,1,575,1,1,1,1,1,792,0,0,71,0,0,2,3,0,4364,5288,3,0,0,14,0,0,80,1,5,2,2,2,2,2,0,0
29,2,657,1,27,2,3,1,793,1,0,66,2,1,0,2,1,4335,25549,4,0,0,12,0,0,80,1,11,3,1,8,7,1,1,0
26,2,1146,2,8,2,5,1,796,3,1,38,1,1,7,0,2,5326,3064,6,0,0,17,0,2,80,0,6,2,1,4,3,1,2,1
34,2,182,1,1,3,1,1,797,1,0,72,3,0,6,3,2,3280,13551,2,0,0,16,0,2,80,0,10,2,2,4,2,1,3,0
54,2,376,1,19,3,3,1,799,3,0,95,2,1,4,0,0,5485,22670,9,0,1,11,0,1,80,2,9,4,2,5,3,1,4,0
27,1,829,2,8,0,2,1,800,2,1,84,2,1,7,3,1,4342,24008,0,0,0,19,0,1,80,1,5,3,2,4,2,1,1,0
37,2,571,1,10,0,1,1,802,3,0,82,2,0,6,0,0,2782,19905,0,0,1,13,0,1,80,2,6,3,1,5,3,4,3,0
38,1,240,1,2,3,1,1,803,0,0,75,3,1,4,0,2,5980,26085,6,0,1,12,0,3,80,0,17,2,2,15,7,4,12,0
34,2,121,1,2,3,3,1,804,2,0,86,1,0,6,0,2,4381,7530,1,0,0,11,0,2,80,0,6,3,2,6,5,1,3,0
35,2,384,2,8,3,1,1,805,0,0,72,2,0,8,3,1,2572,20317,1,0,0,16,0,1,80,1,3,1,1,3,2,0,2,0
30,2,921,1,1,2,1,1,806,3,1,38,0,0,2,2,1,3833,24375,3,0,0,21,1,2,80,2,7,2,2,2,2,0,2,0
40,1,791,1,2,1,3,1,807,2,0,38,3,1,0,1,1,4244,9931,1,0,0,24,1,3,80,1,8,2,2,8,7,3,7,0
34,2,1111,2,8,1,1,1,808,2,0,93,2,1,7,0,1,6500,13305,5,0,0,17,0,1,80,1,6,1,2,3,2,1,2,0
42,1,570,1,8,2,1,1,809,1,1,66,2,4,3,3,0,18430,16225,1,0,0,13,0,1,80,1,24,4,1,24,7,14,9,0
23,2,1243,1,6,2,1,1,811,2,1,63,3,0,2,0,1,1601,3445,1,0,1,21,1,2,80,2,1,2,2,0,0,0,0,1
24,0,1092,1,9,2,1,1,812,2,1,60,1,0,2,1,0,2694,26551,1,0,0,11,0,2,80,3,1,4,2,1,0,0,0,0
52,2,1325,1,11,3,1,1,813,3,0,82,2,1,2,2,1,3149,21821,8,0,0,20,1,1,80,1,9,3,2,5,2,1,4,0
50,2,691,1,2,2,3,1,815,2,1,64,2,3,5,2,1,17639,6881,5,0,0,16,0,3,80,0,30,3,2,4,3,0,3,0
29,2,805,1,1,1,1,1,816,1,0,36,1,0,2,0,1,2319,6689,1,0,1,11,0,3,80,1,1,1,2,1,0,0,0,1
33,2,213,1,7,2,3,1,817,2,1,49,2,2,5,2,1,11691,25995,0,0,0,11,0,3,80,0,14,3,3,13,9,3,7,0
33,2,118,2,16,2,2,1,819,0,0,69,2,1,7,0,2,5324,26507,5,0,0,15,0,2,80,0,6,3,2,3,2,0,2,1
47,2,202,1,2,1,4,1,820,2,0,33,2,3,3,3,1,16752,12982,1,0,1,11,0,2,80,1,26,3,1,26,14,3,0,0
36,2,676,1,1,2,4,1,823,2,0,35,2,1,4,1,1,5228,23361,0,0,0,15,0,0,80,1,10,2,2,9,7,0,5,0
29,2,1252,1,23,1,1,1,824,2,1,81,3,0,6,2,1,2700,23779,1,0,0,24,1,2,80,1,10,3,2,10,7,0,7,0
58,2,286,1,2,3,1,1,825,3,1,31,2,4,5,1,2,19246,25761,7,0,1,12,0,3,80,0,40,2,2,31,15,13,8,1
35,2,1258,1,1,3,1,1,826,3,0,40,3,0,6,2,2,2506,13301,3,0,0,13,0,2,80,0,7,0,2,2,2,2,2,0
42,2,932,1,1,1,1,1,827,3,0,43,1,1,4,3,1,6062,4051,9,0,1,13,0,3,80,1,8,4,2,4,3,0,2,0
28,2,890,1,2,3,3,1,828,2,1,46,2,0,6,2,2,4382,16374,6,0,0,17,0,3,80,0,5,3,1,2,2,2,1,1
36,2,1041,0,13,2,0,1,829,2,1,36,2,0,1,1,1,2143,25527,4,0,0,13,0,1,80,1,8,2,2,5,2,0,4,0
32,2,859,1,4,2,1,1,830,2,0,98,1,1,4,2,1,6162,19124,1,0,0,12,0,2,80,1,14,3,2,14,13,6,8,0
40,1,720,1,16,3,3,1,832,0,1,51,1,1,2,2,2,5094,11983,6,0,0,14,0,3,80,0,10,6,2,1,0,0,0,0
30,2,946,1,2,2,3,1,833,2,0,52,1,1,4,3,2,6877,20234,5,0,1,24,1,1,80,0,12,4,1,0,0,0,0,0
45,2,252,1,2,2,1,1,834,1,0,95,1,0,6,2,2,2274,6153,1,0,0,14,0,3,80,0,1,3,2,1,0,0,0,0
42,2,933,1,29,2,1,1,836,1,1,98,2,1,4,1,1,4434,11806,1,0,0,13,0,3,80,1,10,3,1,9,8,7,8,0
38,1,471,1,12,2,1,1,837,0,1,45,1,1,0,0,0,6288,4284,2,0,0,15,0,2,80,1,13,3,1,4,3,1,2,0
34,1,702,1,16,3,1,1,838,2,0,100,1,0,6,3,2,2553,8306,1,0,0,16,0,2,80,0,6,3,2,5,2,1,3,0
49,2,1184,2,11,2,2,1,840,2,0,43,2,2,7,3,1,7654,5860,1,0,0,18,0,0,80,2,9,3,3,9,8,7,7,1
55,2,436,2,2,0,3,1,842,2,1,37,2,1,7,3,2,5160,21519,4,0,0,16,0,2,80,0,12,3,1,9,7,7,3,1
43,2,589,1,14,1,1,1,843,1,1,94,2,3,5,0,1,17159,5200,6,0,0,24,1,2,80,1,22,3,2,4,1,1,0,0
27,2,269,1,5,0,5,1,844,2,1,42,1,2,5,3,0,12808,8842,1,0,1,16,0,1,80,1,9,3,2,9,8,0,8,0
35,2,950,1,7,2,4,1,845,2,1,59,2,2,4,2,2,10221,18869,3,0,0,21,1,1,80,0,17,3,3,8,5,1,6,0
28,2,760,2,2,3,2,1,846,1,0,81,2,1,7,1,1,4779,3698,1,0,1,20,1,0,80,0,8,2,2,8,7,7,5,0
34,2,829,0,3,1,0,1,847,2,1,88,2,0,1,3,1,3737,2243,0,0,0,19,0,2,80,1,4,1,0,3,2,0,2,0
26,1,887,1,5,1,3,1,848,2,0,88,1,0,6,2,1,2366,20898,1,0,1,14,0,0,80,1,8,2,2,8,7,1,7,1
27,0,443,1,3,2,3,1,850,3,1,50,2,0,6,3,1,1706,16571,1,0,0,11,0,2,80,3,0,6,1,0,0,0,0,0
51,2,1318,2,26,3,2,1,851,0,0,66,2,3,3,2,1,16307,5594,2,0,0,14,0,2,80,1,29,2,1,20,6,4,17,0
44,2,625,1,4,2,3,1,852,3,1,50,2,1,0,1,2,5933,5197,9,0,0,12,0,3,80,0,10,2,1,5,2,2,3,0
25,2,180,1,2,0,3,1,854,0,1,65,3,0,6,0,2,3424,21632,7,0,0,13,0,2,80,0,6,3,1,4,3,0,1,0
33,2,586,2,1,2,3,1,855,0,1,48,3,1,7,0,0,4037,21816,1,0,0,22,1,0,80,1,9,5,2,9,8,0,8,0
35,2,1343,1,27,0,3,1,856,2,0,53,1,0,6,0,2,2559,17852,1,0,0,11,0,3,80,0,6,3,1,6,5,1,1,0
36,2,928,2,1,1,1,1,857,1,1,56,2,1,7,3,1,6201,2823,1,0,1,14,0,3,80,1,18,1,1,18,14,4,11,0
32,2,117,2,13,3,1,1,859,1,1,73,2,1,7,3,0,4403,9250,2,0,0,11,0,2,80,1,8,3,1,5,2,0,3,0
30,1,1012,1,5,3,1,1,861,1,1,75,1,0,6,3,0,3761,2373,9,0,0,12,0,1,80,1,10,3,1,5,4,0,3,0
53,2,661,2,7,1,2,1,862,0,0,78,1,2,7,3,1,10934,20715,7,0,1,18,0,3,80,1,35,3,2,5,2,0,4,0
45,2,930,2,9,2,2,1,864,3,1,74,2,2,7,0,0,10761,19239,4,0,1,12,0,2,80,1,18,2,2,5,4,0,2,0
32,2,638,1,8,1,3,1,865,2,0,91,3,1,6,2,1,5175,22162,5,0,0,12,0,2,80,1,9,3,1,5,3,1,3,0
52,1,890,1,25,3,3,1,867,2,0,81,1,3,4,3,1,13826,19028,3,0,0,22,1,2,80,0,31,3,2,9,8,0,0,0
37,2,342,2,16,3,2,1,868,3,1,66,1,1,7,2,0,6334,24558,4,0,0,19,0,3,80,2,9,2,2,1,0,0,0,0
28,2,1169,0,8,1,3,1,869,1,1,63,1,0,1,3,0,4936,23965,1,0,0,13,0,3,80,1,6,6,2,5,1,0,4,0
22,2,1230,1,1,1,1,1,872,3,1,33,1,1,4,3,1,4775,19146,6,0,0,22,1,0,80,2,4,2,0,2,2,2,2,0
44,2,986,1,8,3,1,1,874,0,1,62,3,0,2,3,1,2818,5044,2,0,1,24,1,2,80,1,10,2,1,3,2,0,2,0
42,1,1271,1,2,0,3,1,875,1,1,35,2,0,6,3,2,2515,9068,5,0,1,14,0,3,80,0,8,2,2,2,1,2,2,0
36,2,1278,0,8,2,1,1,878,0,1,77,1,0,1,0,1,2342,8635,0,0,0,21,1,2,80,0,6,3,2,5,4,0,3,0
25,2,141,2,3,0,4,1,879,2,1,98,2,1,7,0,1,4194,14363,1,0,1,18,0,3,80,0,5,3,2,5,3,0,3,0
35,2,607,1,9,2,1,1,880,3,0,66,1,2,4,2,1,10685,23457,1,0,1,20,1,1,80,1,17,2,2,17,14,5,15,0
35,1,130,1,25,3,1,1,881,3,0,96,2,0,6,1,0,2022,16612,1,0,1,19,0,0,80,1,10,3,1,10,2,7,8,1
32,0,300,1,1,2,1,1,882,3,1,61,2,0,2,3,0,2314,9148,0,0,0,12,0,1,80,1,4,2,2,3,0,0,2,0
25,2,583,2,4,0,2,1,885,2,1,87,1,1,7,0,1,4256,18154,1,0,0,12,0,0,80,0,5,1,3,5,2,0,3,0
49,2,1418,1,1,2,5,1,887,2,0,36,2,0,6,0,1,3580,10554,2,0,0,16,0,1,80,1,7,2,2,4,2,0,2,0
24,0,1269,1,4,0,1,1,888,0,1,46,1,0,2,3,1,3162,10778,0,0,0,17,0,3,80,0,6,2,1,5,2,3,4,0
32,1,379,2,5,1,1,1,889,1,1,48,2,1,7,1,1,6524,8891,1,0,0,14,0,3,80,1,10,3,2,10,8,5,3,0
38,2,395,2,9,2,2,1,893,1,1,98,1,0,8,1,1,2899,12102,0,0,0,19,0,3,80,1,3,3,2,2,2,1,2,0
42,2,1265,1,3,2,1,1,894,2,0,95,3,1,2,3,1,5231,23726,2,0,1,13,0,1,80,1,17,1,1,5,3,1,3,0
31,2,1222,1,11,3,1,1,895,3,1,48,2,0,6,3,1,2356,14871,3,0,1,19,0,1,80,1,8,2,2,6,4,0,2,0
29,2,341,2,1,2,3,1,896,1,0,48,1,0,8,2,0,2800,23522,6,0,1,19,0,2,80,3,5,3,2,3,2,0,2,1
53,2,868,2,8,2,2,1,897,0,1,73,2,3,7,3,1,11836,22789,5,0,0,14,0,2,80,1,28,3,2,2,0,2,2,0
35,2,672,1,25,2,5,1,899,3,1,78,1,2,4,1,1,10903,9129,3,0,0,16,0,0,80,0,16,2,2,13,10,4,8,0
37,1,1231,2,21,1,3,1,900,2,0,54,2,0,8,3,1,2973,21222,5,0,0,15,0,1,80,1,10,3,2,5,4,0,0,0
53,2,102,1,23,3,1,1,901,3,0,72,2,3,5,3,2,14275,20206,6,0,0,18,0,2,80,0,33,0,2,12,9,3,8,0
43,1,422,1,1,2,1,1,902,3,0,33,2,1,0,3,1,5562,21782,4,0,0,13,0,1,80,1,12,2,1,5,2,2,2,0
47,2,249,2,2,1,2,1,903,2,0,35,2,1,7,3,1,4537,17783,0,0,1,22,1,0,80,1,8,2,2,7,6,7,7,0
37,0,1252,2,19,1,3,1,904,0,1,32,2,2,7,1,2,7642,4814,1,0,1,13,0,3,80,0,10,2,2,10,0,0,9,0
50,0,881,1,2,3,1,1,905,0,1,98,2,3,3,0,0,17924,4544,1,0,0,11,0,3,80,1,31,3,2,31,6,14,7,0
39,2,1383,0,2,2,1,1,909,3,0,42,1,1,1,3,1,5204,7790,8,0,0,11,0,2,80,2,13,2,2,5,4,0,4,0
33,2,1075,0,3,1,0,1,910,3,1,57,2,0,1,1,0,2277,22650,3,0,1,11,0,2,80,1,7,4,3,4,3,0,3,0
32,2,374,1,25,3,1,1,911,0,1,87,2,0,2,3,2,2795,18016,1,0,1,24,1,2,80,0,1,2,0,1,0,0,1,1
29,2,1086,1,7,0,3,1,912,0,0,62,1,0,2,3,0,2532,6054,6,0,0,14,0,2,80,3,8,5,2,4,3,0,3,0
44,2,661,1,9,1,1,1,913,1,1,61,2,0,6,0,1,2559,7508,1,0,1,13,0,3,80,0,8,0,2,8,7,7,1,0
28,2,821,2,5,3,3,1,916,0,1,98,2,1,7,3,2,4908,24252,1,0,0,14,0,1,80,0,4,3,2,4,2,0,2,0
58,1,781,1,2,0,1,1,918,3,1,57,1,0,2,3,0,2380,13384,9,0,1,14,0,3,80,1,3,3,1,1,0,0,0,1
43,2,177,1,8,2,1,1,920,0,0,55,2,1,4,1,0,4765,23814,4,0,0,21,1,2,80,1,4,2,3,1,0,0,0,0
20,2,500,2,2,2,3,1,922,2,0,49,1,0,8,2,2,2044,22052,1,0,0,13,0,3,80,0,2,3,1,2,2,0,2,1
21,2,1427,1,18,0,4,1,923,3,0,65,2,0,6,3,2,2693,8870,1,0,0,19,0,0,80,0,1,3,1,1,0,0,0,1
36,2,1425,1,14,0,1,1,924,2,1,68,2,1,0,3,1,6586,4821,0,0,1,17,0,0,80,1,17,2,1,16,8,4,11,0
47,2,1454,2,2,3,1,1,925,3,0,65,1,0,8,3,2,3294,13137,1,0,1,18,0,0,80,0,3,3,1,3,2,1,2,0
22,2,617,1,3,0,1,1,926,1,0,34,2,1,4,2,1,4171,10022,0,0,1,19,0,0,80,1,4,3,3,3,2,0,2,1
41,2,1085,1,2,3,1,1,927,1,0,57,0,0,2,3,0,2778,17725,4,0,1,13,0,2,80,1,10,1,1,7,7,1,0,1
28,2,995,1,9,2,3,1,930,2,0,77,2,0,6,2,0,2377,9834,5,0,0,18,0,1,80,1,6,2,2,2,2,2,2,0
39,2,1122,1,6,2,3,1,932,3,1,70,2,0,2,0,1,2404,4303,7,0,1,21,1,3,80,0,8,2,0,2,2,2,2,1
27,2,618,1,4,2,1,1,933,1,0,76,2,0,6,2,2,2318,17808,1,0,0,19,0,2,80,0,1,2,2,1,1,0,0,0
34,2,546,1,10,2,1,1,934,1,1,83,2,0,2,1,0,2008,6896,1,0,0,14,0,1,80,2,1,3,2,1,0,1,0,0
42,2,462,2,14,1,3,1,936,2,0,68,1,1,7,2,2,6244,7824,7,0,0,17,0,0,80,0,10,6,2,5,4,0,3,0
33,2,1198,1,1,3,4,1,939,2,1,100,1,0,6,0,2,2799,3339,3,0,1,11,0,1,80,0,6,1,2,3,2,0,2,0
58,2,1272,1,5,2,5,1,940,2,0,37,1,2,0,1,0,10552,9255,2,0,1,13,0,3,80,1,24,3,2,6,0,0,4,0
31,2,154,2,7,3,1,1,941,1,1,41,1,0,8,2,1,2329,11737,3,0,0,15,0,1,80,0,13,2,3,7,7,5,2,0
35,2,1137,1,21,0,1,1,942,3,0,51,2,1,0,3,1,4014,19170,1,0,1,25,1,3,80,1,10,2,0,10,6,0,7,0
49,2,527,1,8,1,4,1,944,0,0,51,2,2,2,1,1,7403,22477,4,0,0,11,0,2,80,1,29,3,1,26,9,1,7,0
48,2,1469,1,20,3,3,1,945,3,1,51,2,0,6,2,1,2259,5543,4,0,0,17,0,0,80,2,13,2,1,0,0,0,0,0
31,0,1188,2,20,1,2,1,947,3,0,45,2,1,7,2,1,6932,24406,1,0,0,13,0,3,80,1,9,2,1,9,8,0,0,0
36,2,188,1,7,3,4,1,949,1,1,65,2,0,6,3,2,4678,23293,2,0,0,18,0,2,80,0,8,6,2,6,2,0,1,0
38,2,1333,1,1,2,5,1,950,3,0,80,2,2,5,0,1,13582,16292,1,0,0,13,0,1,80,1,15,3,2,15,12,5,11,0
32,0,1184,1,1,2,1,1,951,2,0,70,1,0,2,1,1,2332,3974,6,0,0,20,1,2,80,0,5,3,2,3,0,0,2,0
25,2,867,2,19,1,2,1,952,2,1,36,1,0,8,1,1,2413,18798,1,0,1,18,0,2,80,3,1,2,2,1,0,0,0,1
40,2,658,2,10,3,2,1,954,0,1,67,1,2,7,1,0,9705,20652,2,0,0,12,0,1,80,1,11,2,1,1,0,0,0,0
26,1,1283,2,1,2,3,1,956,2,1,52,1,1,7,0,2,4294,11148,1,0,0,12,0,1,80,0,7,2,2,7,7,0,7,0
41,2,263,1,6,2,3,1,957,3,1,59,2,0,2,0,2,4721,3119,2,0,1,13,0,2,80,0,20,3,2,18,13,2,17,0
36,2,938,1,2,3,3,1,958,2,1,79,2,0,2,2,2,2519,12287,4,0,0,21,1,2,80,0,16,6,2,11,8,3,9,0
19,2,419,2,21,2,4,1,959,3,1,37,1,0,8,1,2,2121,9947,1,0,1,13,0,1,80,0,1,3,3,1,0,0,0,1
20,2,129,1,4,2,5,1,960,0,1,84,2,0,2,0,2,2973,13008,1,0,0,19,0,1,80,0,1,2,2,1,0,0,0,1
31,2,616,1,12,2,3,1,961,3,0,41,2,1,0,3,1,5855,17369,0,0,1,11,0,2,80,2,10,2,0,9,7,8,5,0
40,1,1469,1,9,3,3,1,964,3,1,35,2,0,6,1,0,3617,25063,8,0,1,14,0,3,80,1,3,2,2,1,1,0,0,0
32,2,498,1,3,3,3,1,966,2,0,93,2,1,4,0,1,6725,13554,1,0,0,12,0,2,80,1,8,2,3,8,7,6,3,0
36,2,530,2,3,0,1,1,967,2,1,51,1,2,7,3,1,10325,5518,1,0,1,11,0,0,80,1,16,6,2,16,7,3,7,1
33,2,1069,1,1,2,1,1,969,1,0,42,1,1,0,3,2,6949,12291,0,0,0,14,0,0,80,0,6,3,2,5,0,1,4,0
37,2,625,2,1,3,1,1,970,0,1,46,1,2,7,2,1,10609,14922,5,0,0,11,0,2,80,0,17,2,0,14,1,11,7,1
45,0,805,1,4,1,1,1,972,2,1,57,2,1,2,1,1,4447,23163,1,0,0,12,0,1,80,0,9,5,1,9,7,0,8,0
29,1,1404,2,20,2,5,1,974,2,0,84,2,0,8,3,1,2157,18203,1,0,0,15,0,1,80,1,3,5,2,3,1,0,2,0
35,2,1219,2,18,2,3,1,975,2,0,86,2,1,7,2,1,4601,6179,1,0,0,16,0,1,80,0,5,3,2,5,2,1,0,0
52,2,1053,1,1,1,1,1,976,3,1,70,2,3,3,3,1,17099,13829,2,0,0,15,0,1,80,1,26,2,1,9,8,7,8,0
58,2,289,1,2,2,5,1,977,3,1,51,2,0,6,2,2,2479,26227,4,0,0,24,1,0,80,0,7,4,2,1,0,0,0,1
53,2,1376,2,2,1,3,1,981,2,1,45,2,3,3,2,0,14852,13938,6,0,0,13,0,2,80,1,22,3,3,17,13,15,2,0
30,2,231,2,8,1,4,1,982,2,1,62,2,2,7,2,0,7264,9977,5,0,0,11,0,0,80,1,10,2,3,8,4,7,7,0
38,0,152,2,10,2,5,1,983,2,0,85,2,1,7,3,2,5666,19899,1,0,1,13,0,1,80,0,6,1,2,5,3,1,3,0
35,2,882,2,3,3,1,1,984,3,1,92,2,2,7,3,0,7823,6812,6,0,0,13,0,1,80,1,12,2,2,10,9,0,8,0
39,2,903,2,2,4,1,1,985,0,1,41,3,2,7,2,2,7880,2560,0,0,0,18,0,3,80,0,9,3,2,8,7,0,7,0
40,0,1479,2,24,2,1,1,986,1,0,100,3,3,7,1,2,13194,17071,4,0,1,16,0,3,80,0,22,2,1,1,0,0,0,1
47,1,1379,1,16,3,3,1,987,2,1,64,3,1,4,2,0,5067,6759,1,0,1,19,0,2,80,0,20,3,3,19,10,2,7,0
36,0,1229,2,8,3,5,1,990,0,1,84,2,1,7,3,0,5079,25952,4,0,0,13,0,3,80,2,12,3,2,7,7,0,7,0
31,0,335,1,9,1,3,1,991,2,1,46,1,0,6,0,2,2321,10322,0,0,1,22,1,0,80,0,4,0,2,3,2,1,2,1
33,0,722,2,17,2,1,1,992,3,1,38,2,3,3,2,2,17444,20489,1,0,0,11,0,3,80,0,10,2,2,10,8,6,0,0
29,2,906,1,10,2,1,1,994,3,0,92,1,0,6,0,2,2404,11479,6,0,1,20,1,2,80,0,3,5,2,0,0,0,0,1
33,2,461,1,13,0,1,1,995,1,0,53,2,0,6,3,2,3452,17241,3,0,0,18,0,0,80,0,5,4,2,3,2,0,2,0
45,2,974,1,1,3,3,1,996,3,0,91,2,0,2,3,0,2270,11005,3,0,0,14,0,3,80,2,8,2,2,5,3,0,2,0
50,2,1126,1,1,1,3,1,997,3,1,66,2,3,5,3,0,17399,6615,9,0,0,22,1,2,80,1,32,1,1,5,4,1,3,0
33,1,827,1,1,3,4,1,998,2,0,84,3,1,0,1,1,5488,20161,1,0,1,13,0,0,80,1,6,2,2,6,5,1,2,0
41,1,840,1,9,2,3,1,999,0,1,64,2,4,5,2,0,19419,3735,2,0,0,17,0,1,80,1,21,2,3,18,16,0,11,0
27,2,1134,1,16,3,5,1,1001,2,0,37,2,0,2,1,1,2811,12086,9,0,0,14,0,1,80,1,4,2,2,2,2,2,2,0
45,0,248,1,23,1,1,1,1002,3,1,42,2,1,2,0,1,3633,14039,1,0,1,15,0,2,80,1,9,2,2,9,8,0,8,0
47,2,955,2,4,1,1,1,1003,3,0,83,2,1,7,3,2,4163,8571,1,0,1,17,0,2,80,0,9,0,2,9,0,0,7,0
30,2,138,1,22,2,1,1,1004,0,0,48,2,0,6,2,1,2132,11539,4,0,1,11,0,1,80,0,7,2,2,5,2,0,1,1
50,2,939,1,24,2,1,1,1005,3,1,95,2,3,4,2,1,13973,4161,3,0,1,18,0,3,80,1,22,2,2,12,11,1,5,0
38,1,1391,1,10,0,3,1,1006,2,1,66,2,0,6,2,1,2684,12127,0,0,0,17,0,1,80,1,3,0,1,2,1,0,2,0
46,2,566,1,7,1,3,1,1007,3,1,75,2,2,4,2,0,10845,24208,6,0,0,13,0,1,80,1,13,3,2,8,7,0,7,0
24,2,1206,1,17,0,3,1,1009,3,0,41,1,1,4,2,0,4377,24117,1,0,0,15,0,1,80,2,5,6,2,4,2,3,2,0
35,2,622,1,14,3,4,1,1010,2,1,39,1,0,2,1,0,3743,10074,1,0,1,24,1,3,80,1,5,2,0,4,2,0,2,1
31,1,853,1,1,0,1,1,1011,2,0,96,2,1,4,0,1,4148,11275,1,0,0,12,0,2,80,1,4,1,2,4,3,0,3,0
18,0,287,1,5,1,1,1,1012,1,1,73,2,0,6,3,2,1051,13493,1,0,0,15,0,3,80,0,0,2,2,0,0,0,0,0
54,2,1441,1,17,2,5,1,1013,2,0,56,2,2,4,2,1,10739,13943,8,0,0,11,0,2,80,1,22,2,2,10,7,0,8,0
35,2,583,1,25,3,3,1,1014,2,0,57,2,2,0,2,0,10388,6975,1,0,1,11,0,2,80,1,16,3,1,16,10,10,1,0
30,2,153,1,8,1,1,1,1015,1,0,73,3,2,5,0,1,11416,17802,0,0,1,12,0,2,80,3,9,4,1,8,7,1,7,0
20,2,1097,1,11,2,3,1,1016,3,0,98,1,0,6,0,2,2600,18275,1,0,1,15,0,0,80,0,1,2,2,1,0,0,0,1
30,1,109,1,5,2,3,1,1017,1,0,60,2,0,2,1,2,2422,25725,0,0,0,17,0,0,80,0,4,3,2,3,2,1,2,1
26,2,1066,1,2,1,3,1,1018,3,1,32,3,1,4,3,1,5472,3334,1,0,0,12,0,1,80,0,8,2,2,8,7,1,3,0
22,2,217,1,8,0,1,1,1019,1,1,94,0,0,2,0,1,2451,6881,1,0,0,15,0,0,80,1,4,3,1,4,3,1,1,0
48,2,277,1,6,2,1,1,1022,0,1,97,1,1,0,2,2,4240,13119,2,0,0,13,0,3,80,0,19,0,2,2,2,2,2,0
48,2,1355,1,4,3,1,1,1024,2,1,78,1,2,0,2,2,10999,22245,7,0,0,14,0,1,80,0,27,3,2,15,11,4,8,0
41,2,549,1,7,1,3,1,1025,3,0,42,2,1,4,2,2,5003,23371,6,0,0,14,0,1,80,0,8,6,2,2,2,2,1,0
39,2,466,1,1,0,1,1,1026,3,0,65,1,3,4,3,1,12742,7060,1,0,0,16,0,2,80,1,21,3,2,21,6,11,8,0
27,2,1055,1,2,3,1,1,1027,0,0,47,2,1,4,3,1,4227,4658,0,0,0,18,0,1,80,1,4,2,2,3,2,2,2,0
35,2,802,1,10,2,4,1,1028,1,1,45,2,0,2,3,0,3917,9541,1,0,0,20,1,0,80,1,3,4,1,3,2,1,2,0
42,2,265,2,5,1,2,1,1029,3,1,90,2,4,3,2,1,18303,7770,6,0,0,13,0,1,80,0,21,3,3,1,0,0,0,0
50,2,804,1,9,2,1,1,1030,0,1,64,2,0,2,3,1,2380,20165,4,0,0,18,0,1,80,0,8,5,2,1,0,0,0,0
59,2,715,1,2,2,1,1,1032,2,0,69,1,3,4,3,2,13726,21829,3,0,1,13,0,0,80,0,30,4,2,5,3,4,3,0
37,2,1141,1,11,1,3,1,1033,0,0,61,0,1,0,1,1,4777,14382,5,0,0,15,0,0,80,0,15,2,0,1,0,0,0,1
55,1,135,1,18,3,3,1,1034,2,1,62,2,1,0,1,1,6385,12992,3,0,1,14,0,3,80,2,17,3,2,8,7,6,7,0
41,0,247,1,7,0,1,1,1035,1,0,55,0,4,5,2,0,19973,20284,1,0,0,22,1,1,80,2,21,3,2,21,16,5,10,0
38,2,1035,2,3,3,1,1,1036,1,1,42,2,1,7,3,2,6861,4981,8,0,1,12,0,2,80,0,19,1,2,1,0,0,0,0
26,0,265,2,29,1,3,1,1037,1,1,79,0,1,7,0,2,4969,21813,8,0,0,18,0,3,80,0,7,6,2,2,2,2,2,1
52,2,266,2,2,0,2,1,1038,0,0,57,0,4,3,3,1,19845,25846,1,0,0,15,0,3,80,1,33,3,2,32,14,6,9,1
44,2,1448,2,28,2,3,1,1039,3,0,53,3,3,7,3,1,13320,11737,3,0,1,18,0,2,80,1,23,2,2,12,11,11,11,0
50,0,145,2,1,2,1,1,1040,3,0,95,2,1,7,2,1,6347,24920,0,0,0,12,0,0,80,1,19,3,2,18,7,0,13,0
